lambda (nm), E(eV), Cext [nm^2], Csca [nm^2]
250.,4.9628016,1133.225053837316,72.07545849695127
251.,4.943029482071712,1128.4373710199911,71.05047849848737
252.,4.923414285714286,1123.3768608322207,70.00897390927759
253.,4.903954150197628,1118.0621657887953,68.95291616388
254.,4.884647244094489,1112.5126507522916,67.88422803992768
255.,4.865491764705882,1106.7482507462812,66.80476890963625
256.,4.8464859375,1100.894078658872,65.7177324231855
257.,4.827628015564202,1094.8657395463556,64.62325269746633
258.,4.808916279069767,1088.653396813347,63.52256159908172
259.,4.790349034749035,1082.258515457097,62.41701716784695
260.,4.771924615384616,1075.6822898041287,61.30794282516134
261.,4.753641379310344,1068.9257108052345,60.19663115523352
262.,4.7354977099236635,1062.076460515362,59.09914537277518
263.,4.7174920152091255,1055.1686486523408,58.02217591221591
264.,4.699622727272728,1048.0474752886748,56.94038697940433
265.,4.681888301886793,1040.688567368061,55.85083685025389
266.,4.664287218045113,1033.0687915810668,54.75086700308876
267.,4.64681797752809,1025.1661684907378,53.638096006345684
268.,4.629479104477612,1016.9597658272884,52.510413596214235
269.,4.612269144981412,1008.3536311852934,51.35862883122051
270.,4.595186666666667,998.7484673684081,50.126326331723874
271.,4.578230258302583,988.8907776864414,48.88691311665082
272.,4.561398529411765,978.8445491518839,47.64636790103256
273.,4.54469010989011,968.671011014254,46.410081577392155
274.,4.528103649635036,958.4285318631811,45.182875336162994
275.,4.511637818181818,948.1725662453398,43.969027128166964
276.,4.495291304347826,937.9556441217127,42.77230480791163
277.,4.479062815884476,928.682485405619,41.658851383601444
278.,4.462951079136691,919.5731120912807,40.56834206127923
279.,4.446954838709678,910.4845634290434,39.49001754559765
280.,4.431072857142857,901.3697252352704,38.42061277241191
281.,4.415303914590747,892.1818798388689,37.35718943285013
282.,4.399646808510638,882.8746725926054,36.297120960038775
283.,4.3841003533568905,873.4021088182989,35.238081783336156
284.,4.36866338028169,863.7185825701164,34.178040333222306
285.,4.353334736842106,853.8797223080749,33.12875928870566
286.,4.338113286713287,843.8022189953857,32.082290366237366
287.,4.322997909407666,833.3598870055225,31.02633031985135
288.,4.307987499999999,822.4923501088624,29.958251744713166
289.,4.293080968858131,811.1385040345161,28.875879514378028
290.,4.27827724137931,799.2365059576277,27.777505653104715
291.,4.263575257731959,786.7238277493727,26.661907682902374
292.,4.248973972602739,773.5373866153374,25.528369942267968
293.,4.234472354948806,758.9576287495173,24.34270833957356
294.,4.220069387755102,743.2164921057047,23.122781183981715
295.,4.20576406779661,726.7880937366276,21.897384677450965
296.,4.191555405405406,709.6956438727701,20.671447562030206
297.,4.1774424242424235,691.9545278675082,19.449625690587517
298.,4.163424161073825,673.5720705237716,18.236358351136865
299.,4.149499665551839,654.5474145395322,17.03593629845356
300.,4.135668000000001,634.8715254924017,15.852579442077408
301.,4.121928239202658,614.2900221493749,14.677685846449297
302.,4.108279470198675,590.8248056630188,13.420190987713536
303.,4.094720792079208,566.660732938064,12.212357851355865
304.,4.081251315789474,541.9515775866176,11.066270199074795
305.,4.067870163934426,516.8605271204966,9.99215048926818
306.,4.054576470588235,491.55901379798934,8.998346809246035
307.,4.041369381107492,466.22504217955526,8.091356925950112
308.,4.028248051948053,441.04118051943647,7.275890221477326
309.,4.015211650485437,416.19236799094784,6.554965508515638
310.,4.00225935483871,391.86366247114836,5.930040358603624
311.,3.989390353697749,367.63419867579086,5.380480786912103
312.,3.976603846153846,343.0127441367697,4.883005735110909
313.,3.963899041533546,319.7338155665626,4.488359393883541
314.,3.951275159235669,298.0533547314217,4.195433628855996
315.,3.9387314285714283,278.203023407215,4.002334793324429
316.,3.9262670886075948,260.3895942134105,3.906844866740556
317.,3.913881388012618,244.7929080785817,3.9068482918987355
318.,3.9015735849056603,231.5618117549809,4.000736031879432
319.,3.889342946708464,220.80755687786575,4.187808064772164
320.,3.87718875,212.5942371487304,4.468707564486199
321.,3.8651102803738313,212.89463320575916,5.067310049836699
322.,3.853106832298136,218.6320904238199,5.942508633299014
323.,3.841177708978328,224.76908235177498,6.953152684569533
324.,3.829322222222222,230.3824041201314,8.098680233589898
325.,3.8175396923076925,234.56527491065637,9.380417490709704
326.,3.805829447852761,236.4625541842337,10.802591686322245
327.,3.7941908256880734,235.31074681563405,12.373129766224173
328.,3.7826231707317075,230.48398299944952,14.10392662959769
329.,3.771125835866261,221.548438381794,16.010292555234123
330.,3.759698181818182,208.32789639232968,18.109338688480307
331.,3.7483395770392747,190.98177690407107,20.417128665322053
332.,3.737049397590362,178.0845004815528,22.455815306591617
333.,3.725827027027027,174.2267668873311,24.109052904768223
334.,3.714671856287425,173.17891297124393,25.83507971340165
335.,3.7035832835820894,175.31757941688628,27.643746058894468
336.,3.692560714285714,180.92894507897395,29.54372826399158
337.,3.681603560830861,190.20633821869782,31.54285722966181
338.,3.67071124260355,203.2463184298743,33.64856683621319
339.,3.659883185840708,220.04364936686713,35.86848382667081
340.,3.649118823529412,240.48596352881302,38.21119004694439
341.,3.6384175953079176,264.3490831398868,40.68719198491633
342.,3.6277789473684208,291.29383390229896,43.310133116593114
343.,3.617202332361516,312.6702078521452,46.30195283093749
344.,3.6066872093023257,326.8776630718911,49.74857964669604
345.,3.596233043478261,341.7112521891585,53.4918564456123
346.,3.5858393063583813,357.2327436347853,57.55844674625838
347.,3.5755054755043223,373.51256130079855,61.977524689480106
348.,3.5652310344827587,390.6313676461686,66.78098563412348
349.,3.55501547277937,408.68202526736206,72.00366441644104
350.,3.5448582857142856,427.7720506797801,77.68355784981887
351.,3.5347589743589745,448.0267158935933,83.86204655433689
352.,3.5247170454545453,469.59301159453446,90.58410929463565
353.,3.514732011331445,492.6447646634879,97.8985205753112
354.,3.5048033898305087,517.3893030084732,105.85801918578439
355.,3.4949307042253523,544.0573554409223,114.15907223554541
356.,3.4851134831460673,572.8824055216977,123.04575164649096
357.,3.4753512605042016,604.1923831611858,132.6669783066369
358.,3.4656435754189947,638.3942052666166,143.10156728452574
359.,3.4559899721448466,675.9925484625167,154.440642360955
360.,3.44639,717.6164697184631,166.79010392731084
361.,3.4368432132963993,764.0534895157904,180.27366006400544
362.,3.427349171270718,816.2796693399714,195.0365231902404
363.,3.417907438016529,875.4198887961072,211.24981574442603
364.,3.408517582417583,942.4802595463805,229.11554283302928
365.,3.399179178082192,1017.6035468206078,248.87166683427677
366.,3.3898918032786884,1098.6774426441561,270.7969648537845
367.,3.3806550408719347,1180.1195594082933,295.218353979708
368.,3.3714684782608693,1255.1201611994472,322.69814003027847
