lambda (nm), E(eV), Qext
1572.,0.7892494904580153,0.003796995801603815
1573.,0.7887477425301971,0.0037938655174041373
1574.,0.7882466321473952,0.003790756388526304
1575.,0.7877461580952381,0.003787668379185
1576.,0.7872463191624365,0.003784601453645843
1577.,0.7867471141407737,0.0037815555762259778
1578.,0.7862485418250951,0.0037785307112938064
1579.,0.7857506010132996,0.0037755268232696317
1580.,0.7852532905063292,0.0037725438766253276
1581.,0.7847566091081595,0.0037695818358854877
1582.,0.7842605556257903,0.0037666406656263946
1583.,0.7837651288692356,0.0037637203304767487
1584.,0.7832703276515153,0.003760820795118444
1585.,0.7827761507886436,0.0037579420242856237
1586.,0.7822825970996217,0.003755083982765643
1587.,0.7817896654064272,0.0037522466353988883
1588.,0.7812973545340051,0.003749429947079215
1589.,0.7808056633102581,0.0037466338827537244
1590.,0.7803145905660377,0.0037438584074232645
1591.,0.7798241351351352,0.0037411034861423837
1592.,0.7793342958542714,0.003738369084019519
1593.,0.7788450715630886,0.00373565516621735
1594.,0.7783564611041405,0.003732961697952623
1595.,0.7778684633228841,0.0037302886444962676
1596.,0.7773810770676691,0.0037276359711739798
1597.,0.7768943011897307,0.003725003643365997
1598.,0.776408134543179,0.0037223916265071407
1599.,0.7759225759849907,0.0037197998860873274
1600.,0.775437624375,0.0037172283876514157
1601.,0.77495327857589,0.0037146770967991442
1602.,0.7744695374531835,0.0037121459791858162
1603.,0.773986399875234,0.0037096350005219364
1604.,0.7735038647132169,0.0037071441265735627
1605.,0.7730219308411216,0.0037046733231621398
1606.,0.7725405971357411,0.0037022225561649863
1607.,0.7720598624766647,0.0036997917915149933
1608.,0.7715797257462687,0.003697380995201413
1609.,0.7711001858297079,0.003694990133268822
1610.,0.770621241614907,0.003692619171818493
1611.,0.7701428919925513,0.003690268077007442
1612.,0.7696651358560794,0.0036875868675812842
1613.,0.7691879721016739,0.003684771686397958
1614.,0.7687113996282529,0.0036819709347523117
1615.,0.7682354173374614,0.0036791845750780605
1616.,0.7677600241336634,0.0036764125699405036
1617.,0.7672852189239333,0.0036736548820371835
1618.,0.766811000618047,0.0036709114741955203
1619.,0.7663373681284744,0.0036681823093741325
1620.,0.7658643203703704,0.003665467350660588
1621.,0.7653918562615669,0.003662766561272255
1622.,0.7649199747225647,0.0036600799045550933
1623.,0.764448674676525,0.003657407343983033
1624.,0.7639779550492611,0.0036547488431580115
1625.,0.7635078147692308,0.003652104365808725
1626.,0.7630382527675277,0.0036494738757909813
1627.,0.7625692679778734,0.003646857337086063
1628.,0.7621008593366094,0.003644254713801448
1629.,0.7616330257826888,0.0036416659701693013
1630.,0.7611657662576689,0.0036390910705463076
1631.,0.7606990797057019,0.003636529979413721
1632.,0.7602329650735294,0.0036339826613757983
1633.,0.7597674213104715,0.003631449081160061
1634.,0.759302447368421,0.0036289292036166504
1635.,0.7588380422018349,0.003626422993717557
1636.,0.7583742047677261,0.0036239304165565224
1637.,0.7579109340256567,0.0036214514373481797
1638.,0.757448228937729,0.00361898602142788
1639.,0.7569860884685784,0.003616534134250902
1640.,0.7565245115853659,0.00361409574139231
1641.,0.7560634972577697,0.003611670808545965
1642.,0.7556030444579781,0.003609259301524606
1643.,0.7551431521606817,0.0036068611862590996
1644.,0.7546838193430657,0.003604476428797754
1645.,0.7542250449848026,0.0036021049953063114
1646.,0.7537668280680437,0.003599746852066939
1647.,0.7533091675774135,0.0035974019654784273
1648.,0.7528520624999999,0.0035950703020549016
1649.,0.7523955118253487,0.003592751828426028
1650.,0.7519395145454545,0.0035904465113362136
1651.,0.7514840696547547,0.0035881543176442816
1652.,0.7510291761501211,0.003585875214322792
1653.,0.7505748330308532,0.0035836091684580385
1654.,0.7501210392986699,0.0035813561472489873
1655.,0.749667793957704,0.0035791161180072804
1656.,0.7492150960144928,0.003576889048156717
1657.,0.7487629444779723,0.003574674905232424
1658.,0.7483113383594693,0.0035724736568809395
1659.,0.7478602766726944,0.003570285270859316
1660.,0.7474097584337349,0.0035681097150351442
1661.,0.7469597826610477,0.0035659469573856174
1662.,0.7465103483754513,0.0035637969659973578
1663.,0.7460614546001203,0.0035616597090660186
1664.,0.745613100360577,0.003559535154895565
1665.,0.7451652846846847,0.003557423271898226
1666.,0.744718006602641,0.0035553240285937327
1667.,0.7442712651469706,0.003553237393609035
1668.,0.743825059352518,0.0035511633356779715
1669.,0.743379388256441,0.003549101823640484
1670.,0.7429342508982036,0.003547052826442723
1671.,0.742489646319569,0.0035450163131359926
1672.,0.7420455735645933,0.0035429922528768427
1673.,0.7416020316796174,0.003540980614926571
1674.,0.7411590197132616,0.0035389813686503963
1675.,0.740716536716418,0.003536994483517594
1676.,0.7402745817422435,0.0035350199291008313
1677.,0.7398331538461538,0.003533057675075488
1678.,0.7393922520858164,0.0035311076912197307
1679.,0.7389518755211436,0.003529169947413792
1680.,0.7385120232142858,0.0035272444136398773
1681.,0.7380726942296253,0.0035253310599809647
1682.,0.7376338876337692,0.0035234298566216076
1683.,0.7371956024955437,0.0035215407738464943
1684.,0.7367578378859857,0.0035196637820405358
1685.,0.7363205928783383,0.0035177988516882975
1686.,0.7358838665480427,0.003515945953373815
1687.,0.7354476579727326,0.0035141050577800078
1688.,0.7350119662322276,0.0035122761356883407
1689.,0.7345767904085257,0.003510459157978241
1690.,0.7341421295857988,0.003508654095627086
1691.,0.7337079828503844,0.0035068609197096276
1692.,0.7332743492907802,0.0035050796013974847
1693.,0.7328412279976373,0.003503310111958929
1694.,0.7324086180637545,0.0035015524227583338
1695.,0.7319765185840708,0.0034998065052560838
1696.,0.7315449286556603,0.00349807233100795
1697.,0.7311138473777253,0.0034963498716646265
1698.,0.73068327385159,0.003494639098971643
1699.,0.7302532071806945,0.003492939984768563
1700.,0.7298236464705882,0.0034912525009894537
1701.,0.7293945908289241,0.003489576619661467
1702.,0.7289660393654523,0.003487912312904958
1703.,0.7285379911920141,0.0034862595529333183
1704.,0.7281104454225353,0.003484618312052388
1705.,0.7276834011730205,0.0034829885626598825
1706.,0.7272568575615475,0.0034813702772454823
1707.,0.7268308137082602,0.0034797634283901153
1708.,0.726405268735363,0.003478167988765575
1709.,0.7259802217671153,0.003476583931134707
1710.,0.7255556719298245,0.003475011228350119
1711.,0.7251316183518409,0.003473449853354688
1712.,0.7247080601635514,0.0034718997791808866
1713.,0.724284996497373,0.0034703609789501866
1714.,0.723862426487748,0.003468833425873038
1715.,0.7234403492711371,0.0034673170932485666
1716.,0.723018763986014,0.0034658119544637186
1717.,0.7225976697728597,0.003464317982993656
1718.,0.722177065774156,0.0034628351524006295
1719.,0.7217569511343804,0.00346136343633433
1720.,0.721337325,0.00345990280853117
1721.,0.7209181865194655,0.003458453242813877
1722.,0.7204995348432056,0.0034570147130914583
1723.,0.7200813691236216,0.003455587193358429
1724.,0.7196636885150812,0.0034541706576950632
1725.,0.7192464921739131,0.0034527650802667863
1726.,0.718829779258401,0.00345137043532317
1727.,0.7184135489287782,0.0034499866971989474
1728.,0.7179978003472222,0.0034486138403125436
1729.,0.7175825326778484,0.0034472518391663455
1730.,0.7171677450867052,0.0034459006683459337
1731.,0.7167534367417677,0.003444560302520382
1732.,0.7163396068129331,0.003443230716441246
1733.,0.7159262544720139,0.0034419118849425617
1734.,0.7155133788927336,0.003440603782940924
1735.,0.7151009792507205,0.0034393063854342024
1736.,0.7146890547235023,0.0034380196675020047
1737.,0.7142776044905009,0.003436743604305258
1738.,0.7138666277330264,0.0034354781710855525
1739.,0.7134561236342726,0.0034342233431652524
1740.,0.7130460913793104,0.0034329790959466695
1741.,0.7126365301550833,0.0034317454049122625
1742.,0.7122274391504019,0.0034305222456242467
1743.,0.711818817555938,0.003429309593723748
1744.,0.7114106645642202,0.0034281074249312006
1745.,0.7110029793696275,0.003426915715045714
1746.,0.710595761168385,0.0034257344399445198
1747.,0.7101890091585574,0.0034245635755834137
1748.,0.7097827225400457,0.003423403097995492
1749.,0.7093769005145798,0.003422252983291572
1750.,0.7089715422857144,0.0034211132076596667
1751.,0.7085666470588236,0.0034199837473645684
1752.,0.7081622140410958,0.00341886457874775
1753.,0.7077582424415287,0.003417755678226831
1754.,0.7073547314709236,0.0034166570222956285
1755.,0.7069516803418804,0.003415568587523377
1756.,0.7065490882687927,0.0034144903505550265
1757.,0.706146954467843,0.003413422288110502
1758.,0.7057452781569966,0.0034123643769843532
1759.,0.7053440585559978,0.003411316594045996
1760.,0.7049432948863635,0.0034102789162388596
1761.,0.7045429863713799,0.0034092513205804032
1762.,0.7041431322360954,0.003408233784161871
1763.,0.7037437317073171,0.003407226284147799
1764.,0.7033447840136055,0.003406228797775727
1765.,0.7029462883852691,0.0034052413023560814
1766.,0.7025482440543601,0.0034042637752720525
1767.,0.7021506502546689,0.0034032961939787607
1768.,0.7017535062217196,0.0034023385360035215
1769.,0.7013568111927642,0.003401390778945264
1770.,0.7009605644067797,0.003400452900474459
1771.,0.7005647651044606,0.003399524878332638
1772.,0.7001694125282167,0.0033986066903322113
1773.,0.699774505922166,0.003397698314356356
1774.,0.6993800445321308,0.0033967997283584623
1775.,0.6989860276056338,0.003395910910361921
1776.,0.6985924543918919,0.0033950318384602164
1777.,0.6981993241418121,0.003394162490816108
1778.,0.6978066361079865,0.0033933028456616518
1779.,0.697414389544688,0.003392452881297927
1780.,0.6970225837078653,0.003391612576095091
1781.,0.6966312178551376,0.003390781908491136
1782.,0.6962402912457913,0.0033899608569928933
1783.,0.6958498031407739,0.0033891494001747624
1784.,0.6954597528026906,0.003388347516678976
1785.,0.6950701394957982,0.0033875551852153504
1786.,0.6946809624860022,0.003386772384560541
1787.,0.6942922210408506,0.0033859990935585214
1788.,0.6939039144295301,0.0033852352911196626
1789.,0.693516041922862,0.0033844809562209926
1790.,0.693128602793296,0.003383736067905277
1791.,0.692741596314908,0.003383000605281698
1792.,0.6923550217633928,0.0033822745475248733
1793.,0.6919688784160625,0.0033815578738748703
1794.,0.6915831655518395,0.0033808505636368424
1795.,0.6911978824512536,0.0033801525961808833
1796.,0.6908130283964364,0.003379463950942002
1797.,0.6904286026711185,0.0033787846074192955
1798.,0.6900446045606229,0.003378114545176176
1799.,0.6896610333518621,0.0033774537438401573
1800.,0.6892778883333333,0.0033768021831022013
1801.,0.6888951687951139,0.003376159842716884
1802.,0.6885128740288569,0.0033755267025019258
1803.,0.6881310033277872,0.0033749027423380378
1804.,0.6877495559866963,0.0033742879421687247
1805.,0.6873685313019391,0.0033736822819999705
1806.,0.6869879285714285,0.0033730857418998892
1807.,0.686607747094632,0.0033724983019990528
1808.,0.6862279861725663,0.003371919942489253
1809.,0.6858486451077944,0.003371350643624166
1810.,0.68546972320442,0.0033707903857189045
1811.,0.685091219768084,0.0033702391491495006
1812.,0.6847131341059604,0.0033696969143527395
1813.,0.6843354655267513,0.0033691636618264848
1814.,0.6839582133406836,0.0033686393721287047
1815.,0.683581376859504,0.0033681240258773564
1816.,0.6832049553964759,0.003367617603750996
1817.,0.6828289482663732,0.003367120086487261
1818.,0.6824533547854785,0.0033666314548835767
1819.,0.6820781742715779,0.003366151689796683
1820.,0.6817034060439561,0.0033656807721425194
1821.,0.6813290494233938,0.0033652186828956304
1822.,0.6809551037321625,0.003364765403089105
1823.,0.6805815682940209,0.0033643209138149006
1824.,0.6802084424342105,0.0033638851962225933
1825.,0.6798357254794519,0.0033634582315201847
1826.,0.6794634167579409,0.0033630400009732886
1827.,0.6790915155993432,0.003362630485904916
1828.,0.6787200213347921,0.003362229667695491
1829.,0.6783489332968835,0.003361837527782576
1830.,0.6779782508196721,0.003361454047660797
1831.,0.6776079732386674,0.00336107920888112
1832.,0.6772380998908297,0.0033607129930512585
1833.,0.6768686301145663,0.0033603553818350586
1834.,0.6764995632497275,0.0033600063569524195
1835.,0.6761308986376022,0.003359665900179108
1836.,0.6757626356209151,0.0033593339933465044
1837.,0.6753947735438216,0.0033590106183417753
1838.,0.6750273117519042,0.0033586957571065815
1839.,0.6746602495921696,0.003358389391638191
1840.,0.6742935864130435,0.003358091503988562
1841.,0.6739273215643671,0.0033578020762641443
1842.,0.6735614543973941,0.0033575210906260033
1843.,0.6731959842647857,0.003357248529289043
1844.,0.6728309105206074,0.003356984374522652
1845.,0.6724662325203252,0.0033567286086497524
1846.,0.6721019496208017,0.0033564812140468568
1847.,0.6717380611802924,0.0033562421731438905
1848.,0.6713745665584416,0.0033560114684241986
1849.,0.6710114651162791,0.0033557890824239362
1850.,0.6706487562162162,0.003355574997732148
1851.,0.6702864392220421,0.003355369196990539
1852.,0.6699245134989201,0.003355171662893079
1853.,0.6695629784133837,0.0033549823781861806
1854.,0.6692018333333333,0.003354801325668327
1855.,0.6688410776280324,0.0033546284881896373
1856.,0.6684807106681034,0.0033544638486520967
1857.,0.668120731825525,0.003354307390009078
1858.,0.6677611404736276,0.003354159095265177
1859.,0.6674019359870899,0.0033540189474762583
1860.,0.6670431177419355,0.003353886929748909
1861.,0.6666846851155294,0.0033537630252406287
1862.,0.6663266374865736,0.003353647217159265
1863.,0.6659689742351046,0.0033535394887631046
1864.,0.6656116947424893,0.003353439823360693
1865.,0.665254798391421,0.003353348204310356
1866.,0.6648982845659164,0.0033532646150204078
1867.,0.6645421526513123,0.0033531890389488076
1868.,0.6641864020342613,0.003353121459602602
1869.,0.6638310321027286,0.003353061860538538
1870.,0.6634760422459893,0.0033530102253621174
1871.,0.6631214318546231,0.0033529665377279366
1872.,0.662767200320513,0.0033529307813393084
1873.,0.6624133470368393,0.0033529029399478076
1874.,0.662059871398079,0.0033528829973538047
1875.,0.6617067728,0.003352870937405467
1876.,0.6613540506396589,0.0033528667439993443
1877.,0.661001704315397,0.003352870401079475
1878.,0.6606497332268371,0.003352881892637674
1879.,0.6602981367748803,0.0033529012027133354
1880.,0.6599469143617022,0.003352928315393166
