lambda (nm), E(eV), Qext
932.,1.3312233894849785,0.012681505881602939
933.,1.3297965691318328,0.012643821083306282
934.,1.3283728040685225,0.01260643743147391
935.,1.3269520844919787,0.012569349533144033
936.,1.325534400641026,0.012532552071475512
937.,1.324119742796158,0.012496039804575657
938.,1.3227081012793178,0.012459807564350025
939.,1.3212994664536741,0.012423850255373849
940.,1.3198938287234043,0.01238816285378493
941.,1.318491178533475,0.012352740406198201
942.,1.3170915063694266,0.012317578028639333
943.,1.3156948027571582,0.01228267090549992
944.,1.3143010582627117,0.012248014288511185
945.,1.3129102634920637,0.012213603495737966
946.,1.311522409090909,0.012179433910589683
947.,1.310137485744456,0.012145500980852186
948.,1.308755484177215,0.012111800217735258
949.,1.3073763951527924,0.012078327194939457
950.,1.3060002094736842,0.012045077547739128
951.,1.3046269179810726,0.012012046972082264
952.,1.303256511554622,0.01197923122370802
953.,1.3018889811122771,0.011946626117279356
954.,1.300524317610063,0.01191422752553143
955.,1.299162512041885,0.01188203137843616
956.,1.2978035554393306,0.011850033662381838
957.,1.2964474388714735,0.011818230419366839
958.,1.2950941534446765,0.011786617746208592
959.,1.2937436903023984,0.011755191793766937
960.,1.2923960406250001,0.01172394876618039
961.,1.2910511956295527,0.011692884920117589
962.,1.2897091465696466,0.011661996564040378
963.,1.2883698847352025,0.011631280057481342
964.,1.2870334014522822,0.011600731810333829
965.,1.2856996880829015,0.011570348282153543
966.,1.2843687360248448,0.011540125981474093
967.,1.283040536711479,0.011510061465133122
968.,1.2817150816115703,0.011480151337610935
969.,1.280392362229102,0.011450392250380888
970.,1.2790723701030928,0.011420780901269667
971.,1.277755096807415,0.0113913140338312
972.,1.2764405339506175,0.01136198843672845
973.,1.2751286731757452,0.011332800943128525
974.,1.2738195061601645,0.011303748430105705
975.,1.2725130246153846,0.01127482781805701
976.,1.2712092202868852,0.011246036070125774
977.,1.2699080849539408,0.01121737019163682
978.,1.268609610429448,0.011188827229539148
979.,1.267313788559755,0.011160404271860302
980.,1.26602061122449,0.01113209844716757
981.,1.2647300703363917,0.011103906924040615
982.,1.2634421578411403,0.011075826910546245
983.,1.2621568657171922,0.011047855653745773
984.,1.2608741859756099,0.011019990439165383
985.,1.2595941106598987,0.010990845899626562
986.,1.2583166318458419,0.01095884453176161
987.,1.2570417416413375,0.010926969663800632
988.,1.2557694321862347,0.010895221233768989
989.,1.254499695652174,0.010863599174078127
990.,1.253232524242424,0.010832103411629157
991.,1.2519679101917254,0.010800733867914771
992.,1.250705845766129,0.010769490459120873
993.,1.2494463232628399,0.010738373096224867
994.,1.2481893350100606,0.010707381685094114
995.,1.2469348733668344,0.010676516126582561
996.,1.2456829307228914,0.010645776316625315
997.,1.2444334994984956,0.010615162146332732
998.,1.2431865721442887,0.010584673502082625
999.,1.2419421411411413,0.010554310265611657
1000.,1.240700199,0.010524072314104323
1001.,1.2394607382617382,0.010493959520282266
1002.,1.2382237514970058,0.010463971752490923
1003.,1.2369892313060817,0.01043410887478537
1004.,1.2357571703187251,0.010404370747015362
1005.,1.2345275611940296,0.010374757224908172
1006.,1.2333003966202782,0.010345268160151543
1007.,1.2320756693147965,0.010315903400473978
1008.,1.2308533720238095,0.010286662789724796
1009.,1.2296334975222993,0.010257546167953229
1010.,1.2284160386138616,0.01022855337148517
1011.,1.2272009881305639,0.010199684233000267
1012.,1.2259883389328063,0.010170938581606781
1013.,1.2247780839091806,0.010142316242915533
1014.,1.2235702159763315,0.010113817039113585
1015.,1.2223647280788177,0.010085440789035678
1016.,1.2211616131889764,0.010057187308235727
1017.,1.2199608643067847,0.010029056409055733
1018.,1.2187624744597247,0.010001047900695908
1019.,1.2175664367026495,0.0099731615892814
1020.,1.216372744117647,0.00994539727792952
1021.,1.2151813898139079,0.009917754766816073
1022.,1.2139923669275927,0.009890233853239058
1023.,1.2128056686217008,0.009862834331684146
1024.,1.2116212880859376,0.009835555993885785
1025.,1.2104392185365855,0.009808398628890755
1026.,1.2092594532163743,0.009781362023118174
1027.,1.2080819853943525,0.009754445960420464
1028.,1.2069068083657588,0.009727650222142016
1029.,1.2057339154518951,0.009700974587177932
1030.,1.2045632999999998,0.009674418832030844
1031.,1.2033949553831231,0.00964798273086865
1032.,1.2022288749999999,0.009621666055579204
1033.,1.2010650522749275,0.009595468575825843
1034.,1.1999034806576403,0.009569390059101528
1035.,1.1987441536231884,0.009543430270781262
1036.,1.1975870646718147,0.009517588974175727
1037.,1.1964322073288334,0.00949186593058228
1038.,1.1952795751445087,0.00946626089933577
1039.,1.1941291616939367,0.009440773637858743
1040.,1.1929809605769233,0.00941540390171119
1041.,1.1918349654178675,0.0093901514446384
1042.,1.1906911698656428,0.009365016018619164
1043.,1.1895495675934804,0.009339997373912844
1044.,1.1884101522988506,0.009315095259105797
1045.,1.1872729177033494,0.009290309421156884
1046.,1.1861378575525812,0.009265639605442447
1047.,1.1850049656160457,0.009241085555800537
1048.,1.1838742356870229,0.009216647014574381
1049.,1.1827456615824594,0.00919232372265571
1050.,1.181619237142857,0.0091681154195263
1051.,1.1804949562321598,0.009144021843300208
1052.,1.1793728127376426,0.009120042730763665
1053.,1.1782528005698008,0.009096177817416687
1054.,1.177134913662239,0.009072426837511543
1055.,1.176019145971564,0.009048789524092566
1056.,1.174905491477273,0.009025265609033689
1057.,1.173793944181646,0.009001854823076992
1058.,1.1726844981096407,0.008978556895869629
1059.,1.171577147308782,0.008955371556000112
1060.,1.1704718858490566,0.008932298531035105
1061.,1.1693687078228088,0.00890933754755344
1062.,1.1682676073446328,0.008886488331182817
1063.,1.16716857855127,0.00886375060663254
1064.,1.1660716156015039,0.00884112409772769
1065.,1.1649767126760564,0.008818608527443114
1066.,1.163883863977486,0.008796203617935205
1067.,1.1627930637300845,0.008773909090574144
1068.,1.1617043061797754,0.008751724665976176
1069.,1.160617585594013,0.008729650064033588
1070.,1.1595328962616822,0.008707685003946334
1071.,1.1584502324929973,0.008685829204251823
1072.,1.157369588619403,0.008664082382854198
1073.,1.1562909589934762,0.008642444257053997
1074.,1.1552143379888267,0.008620914543576302
1075.,1.15413972,0.00859949295859901
1076.,1.153067099442379,0.008578179217780608
1077.,1.151996470752089,0.008556973036287998
1078.,1.1509278283859,0.008535874128821865
1079.,1.1498611668211307,0.00851488220964425
1080.,1.1487964805555555,0.008493996992603982
1081.,1.1477337641073082,0.00847321819116209
1082.,1.1466730120147874,0.0084525455184172
1083.,1.145614218836565,0.008431978687129653
1084.,1.1445573791512915,0.00841151740974598
1085.,1.1435024875576036,0.00839116139842236
1086.,1.1424495386740332,0.008370910365048603
1087.,1.1413985271389144,0.008350764021270647
1088.,1.1403494476102942,0.008330722078513174
1089.,1.1393022947658402,0.008311850226362721
1090.,1.1382570633027524,0.008293610786909145
1091.,1.137213747937672,0.008275468486684529
1092.,1.1361723434065933,0.008257422356760717
1093.,1.135132844464776,0.008239471437737579
1094.,1.1340952458866544,0.008221614779641357
1095.,1.1330595424657535,0.008203851441823848
1096.,1.1320257290145985,0.008186180492863362
1097.,1.1309938003646307,0.008168601010465577
1098.,1.1299637513661203,0.008151112081368216
1099.,1.12893557688808,0.008133712801243148
1100.,1.1279092718181818,0.008116402274602563
1101.,1.1268848310626702,0.008099179614705132
1102.,1.1258622495462793,0.008082043943462817
1103.,1.1248415222121488,0.008064994391349799
1104.,1.1238226440217391,0.008048030097311202
1105.,1.1228056099547512,0.00803115020867401
1106.,1.1217904150090416,0.008014353881058213
1107.,1.120777054200542,0.007997640278289345
1108.,1.1197655225631769,0.007981008572311966
1109.,1.1187558151487826,0.007964457943103912
1110.,1.1177479270270272,0.007947987578591982
1111.,1.1167418532853284,0.007931596674567913
1112.,1.115737589028777,0.007915284434605804
1113.,1.114735129380054,0.007899050069980868
1114.,1.1137344694793538,0.007882892799587777
1115.,1.1127356044843049,0.007866811849860968
1116.,1.1117385295698925,0.007850806454695991
1117.,1.1107432399283796,0.007834875855371194
1118.,1.1097497307692308,0.007819019300470171
1119.,1.108757997319035,0.007803236045805903
1120.,1.1077680348214285,0.0077875253543446
1121.,1.1067798385370207,0.007771886496131943
1122.,1.1057934037433155,0.007756318748218325
1123.,1.1048087257346393,0.007740821394586156
1124.,1.103825799822064,0.007725393726078236
1125.,1.1028446213333334,0.007710035040325511
1126.,1.1018651856127888,0.007694744641677111
1127.,1.1008874880212955,0.007679521841130252
1128.,1.09991152393617,0.007664365956261669
1129.,1.0989372887511073,0.00764927631115865
1130.,1.0979647778761061,0.007634252236352296
1131.,1.0969939867374006,0.007619293068750635
1132.,1.0960249107773852,0.00760439815157191
1133.,1.0950575454545455,0.007589566834280845
1134.,1.0940918862433862,0.007574798472522798
1135.,1.0931279286343614,0.007560092428060486
1136.,1.0921656681338028,0.007545448068710661
1137.,1.0912051002638523,0.007530864768282582
1138.,1.0902462205623902,0.007516341906515024
1139.,1.0892890245829676,0.0075018788690163
1140.,1.088333507894737,0.007487475047203514
1141.,1.087379666082384,0.007473129838242985
1142.,1.0864274947460595,0.007458842644991099
1143.,1.0854769895013123,0.007444612875936092
1144.,1.084528145979021,0.0074304399451407726
1145.,1.0835809598253276,0.007416323272184483
1146.,1.0826354267015708,0.007402262282107657
1147.,1.0816915422842197,0.007388256405355134
1148.,1.0807493022648085,0.0073743050777218865
1149.,1.0798087023498695,0.007360407740297698
1150.,1.0788697382608696,0.0073465638394135235
1151.,1.0779324057341442,0.007332772826587629
1152.,1.0769967005208334,0.007319034158473865
1153.,1.076062618386817,0.007305347296807889
1154.,1.0751301551126515,0.007291711708356997
1155.,1.0741993064935065,0.007278126864868116
1156.,1.0732700683391003,0.0072645922430172915
1157.,1.0723424364736387,0.007251107324360225
1158.,1.0714164067357512,0.007237671595282563
1159.,1.0704919749784296,0.007224284546950841
1160.,1.0695691370689655,0.007210945675264377
1161.,1.0686478888888888,0.007197654480807282
1162.,1.0677282263339072,0.007184410468801049
1163.,1.0668101453138437,0.007171213149058132
1164.,1.0658936417525773,0.007158062035935373
1165.,1.064978711587983,0.007144956648288116
1166.,1.0640653507718698,0.007131896509425065
1167.,1.063153555269923,0.007118881147063831
1168.,1.0622433210616438,0.0071059100932858435
1169.,1.0613346441402909,0.007092982884493034
1170.,1.0604275205128206,0.00708009906136479
1171.,1.0595219461998293,0.0070672581688139835
1172.,1.0586179172354948,0.00705445975594573
1173.,1.0577154296675193,0.007041703376014862
1174.,1.05681447955707,0.007028988586384348
1175.,1.0559150629787235,0.007016314948484447
1176.,1.0550171760204081,0.0070036820277715964
1177.,1.0541208147833476,0.0069910893936893995
1178.,1.0532259753820032,0.0069785366196273855
1179.,1.0523326539440203,0.006966023282882755
1180.,1.0514408466101695,0.006953548964620984
1181.,1.050550549534293,0.006941113249837163
1182.,1.0496617588832486,0.006928715727318928
1183.,1.0487744708368554,0.006916355989607506
1184.,1.0478886815878379,0.006904033632961093
1185.,1.0470043873417723,0.006891748257318123
1186.,1.046121584317032,0.006879499466260512
1187.,1.0452402687447346,0.00686728686697757
1188.,1.0443604368686867,0.006855110070230716
1189.,1.0434820849453321,0.006842968690317284
1190.,1.0426052092436975,0.006830862345036813
1191.,1.04172980604534,0.006818790655655537
1192.,1.0408558716442953,0.006806753246872232
1193.,1.0399834023470242,0.006794749746785052
1194.,1.039112394472362,0.006782779786857457
1195.,1.0382428443514644,0.006770843001885251
1196.,1.037374748327759,0.006758939029963591
1197.,1.0365081027568923,0.006747067512455455
1198.,1.035642904006678,0.0067352280939583665
1199.,1.0347791484570477,0.006723420422273324
1200.,1.0339168325,0.006711644148373552
1201.,1.0330559525395504,0.0066998989263728475
1202.,1.0321965049916806,0.006688184413495448
1203.,1.0313384862842894,0.006676500270045148
1204.,1.0304818928571429,0.006664846159375425
1205.,1.0296267211618257,0.006653221747859838
1206.,1.0287729676616917,0.006641626704862166
1207.,1.0279206288318143,0.00663006070270748
1208.,1.0270697011589405,0.0066185234166535704
1209.,1.026220181141439,0.006607014524861447
1210.,1.0253720652892562,0.006595533708368643
1211.,1.0245253501238645,0.006584080651059524
1212.,1.0236800321782178,0.006572655039639124
1213.,1.0228361079967025,0.006561256563604978
1214.,1.0219935741350907,0.0065498849152201225
1215.,1.0211524271604937,0.006538539789486529
1216.,1.0203126636513158,0.006527220884118447
1217.,1.0194742801972063,0.006515032252425883
1218.,1.0186372733990148,0.006502338737554514
1219.,1.0178016398687448,0.006489673001354048
1220.,1.0169673762295082,0.006477035120554277
1221.,1.0161344791154792,0.006464425170266052
1222.,1.0153029451718494,0.0064518432240007195
1223.,1.0144727710547834,0.006439289353691073
1224.,1.0136439534313726,0.006426763629710554
1225.,1.0128164889795919,0.0064142661208926085
1226.,1.0119903743882546,0.006401796894550585
1227.,1.0111656063569683,0.006389356016496142
1228.,1.0103421815960913,0.0063769435510583235
1229.,1.0095200968266884,0.006364559561102176
1230.,1.0086993487804878,0.006352204108047116
1231.,1.0078799341998375,0.006339877251884792
1232.,1.0070618498376624,0.00632757905119746
1233.,1.0062450924574209,0.0063153095631752485
1234.,1.0054296588330631,0.006303068843634032
1235.,1.0046155457489878,0.006290856947032338
1236.,1.00380275,0.006278673926488651
1237.,1.0029912683912692,0.006266519833798468
1238.,1.0021810977382877,0.006254394719450361
1239.,1.0013722348668281,0.006242298632643235
1240.,1.0005646766129033,0.00623023162130158
1241.,0.9997584198227235,0.006218193732092835
1242.,0.998953461352657,0.006206185010442266
1243.,0.9981497980691875,0.006194205500548859
1244.,0.9973474268488747,0.006182255245400874
1245.,0.9965463445783133,0.006170334286791693
1246.,0.9957465481540931,0.006158442665334056
1247.,0.9949480344827587,0.006146580420475467
1248.,0.9941508004807692,0.006134747590513181
1249.,0.9933548430744595,0.006122944212608405
1250.,0.9925601592000001,0.00611117032280089
1251.,0.9917667458033573,0.006099425956023295
1252.,0.9909745998402556,0.006087711146114739
1253.,0.9901837182761373,0.006076025925835914
1254.,0.9893940980861244,0.0060643703268812195
1255.,0.98860573625498,0.00605274437989385
1256.,0.9878186297770701,0.0060411481144779814
1257.,0.9870327756563247,0.00602958155921299
1258.,0.9862481709062003,0.006018044741665913
1259.,0.9854648125496426,0.006006537688404714
1260.,0.9846826976190476,0.0059950604250112805
1261.,0.9839018231562252,0.005983612976093349
1262.,0.9831221862123614,0.005972195365297824
1263.,0.9823437838479809,0.005960807615322391
1264.,0.9815666131329114,0.0059494497479283814
1265.,0.9807906711462451,0.005938121783952376
1266.,0.9800159549763033,0.005926823743318317
1267.,0.9792424617205998,0.005915555645049046
1268.,0.9784701884858044,0.0059043175072781935
1269.,0.977699132387707,0.005893109347261673
1270.,0.976929290551181,0.005881931181388645
1271.,0.9761606601101496,0.005870783025193356
1272.,0.9753932382075472,0.005859664893365696
1273.,0.9746270219952868,0.0058485767997622715
1274.,0.973862008634223,0.0058375187574176085
1275.,0.9730981952941177,0.005826490778554295
1276.,0.972335579153605,0.005815492874593649
1277.,0.9715741574001566,0.005804525056166893
1278.,0.970813927230047,0.005793587333124337
1279.,0.9700548858483189,0.005782679714546423
1280.,0.96929703046875,0.0057718022087532945
1281.,0.9685403583138174,0.005760954823315428
1282.,0.9677848666146647,0.005750137565062525
1283.,0.967030552611068,0.005739350440094065
1284.,0.9662774135514018,0.005728593453788483
1285.,0.9655254466926071,0.005717866610812874
1286.,0.9647746493001556,0.005707169915132115
1287.,0.9640250186480186,0.005696503370018299
1288.,0.9632765520186334,0.0056858669780603345
1289.,0.9625292467028704,0.005675260741172025
1290.,0.9617831,0.005664684660601777
1291.,0.9610381092176608,0.005654138736941551
1292.,0.9602942716718267,0.005643622970134693
1293.,0.959551584686775,0.005633137359485663
1294.,0.9588100455950541,0.005622681903667734
1295.,0.9580696517374517,0.005612256600732145
1296.,0.9573304004629629,0.005601861448115742
1297.,0.9565922891287586,0.005591496442649833
1298.,0.9558553151001541,0.005581161580567429
1299.,0.9551194757505773,0.005570856857512639
1300.,0.9543847684615385,0.005560582268547355
1301.,0.953651190622598,0.005550337808159989
1302.,0.9529187396313364,0.005540123470272396
1303.,0.9521874128933231,0.005529939248248413
1304.,0.9514572078220859,0.0055197851349008805
1305.,0.9507281218390805,0.005509661122499407
1306.,0.95000015237366,0.005499567202777421
1307.,0.9492732968630451,0.005489503366940213
1308.,0.9485475527522936,0.005479469605671087
1309.,0.9478229174942705,0.0054694659091395195
1310.,0.9470993885496183,0.005459492267007701
1311.,0.9463769633867277,0.005449548668437441
1312.,0.9456556394817074,0.00543963510209771
1313.,0.944935414318355,0.005429751556170455
1314.,0.9442162853881277,0.0054198980183580965
1315.,0.943498250190114,0.005410074475890133
1316.,0.942781306231003,0.005400280915529308
1317.,0.942065451025057,0.0053905173235781565
1318.,0.941350682094082,0.005380783685886301
1319.,0.9406369969673996,0.005371079987855548
1320.,0.9399243931818182,0.005361406214446791
1321.,0.9392128682816049,0.005351762350186279
1322.,0.938502419818457,0.0053421483791717145
1323.,0.9377930453514739,0.005332564285078096
1324.,0.9370847424471299,0.005323010051163724
1325.,0.9363775086792452,0.005313485660276373
1326.,0.9356713416289593,0.005303991094858887
1327.,0.9349662388847023,0.005294526336955165
1328.,0.9342621980421688,0.005285091368215518
1329.,0.9335592167042889,0.005275686169902916
1330.,0.9328572924812031,0.005266310722897881
1331.,0.932156422990233,0.005256965007704179
1332.,0.9314566058558559,0.005247649004454915
1333.,0.9307578387096774,0.005238362692916986
1334.,0.9300601191904049,0.005229106052496849
1335.,0.9293634449438202,0.005219879062245914
1336.,0.9286678136227545,0.00521068170086523
1337.,0.9279732228870606,0.005201513946711292
1338.,0.9272796704035875,0.0051923757778006155
1339.,0.926587153846154,0.005183267171814802
1340.,0.9258956708955224,0.005174188106105804
1341.,0.9252052192393736,0.0051651385577002875
1342.,0.9245157965722802,0.005156118503305224
1343.,0.9238274005956814,0.005147127919311902
1344.,0.9231400290178571,0.00513816678180097
1345.,0.9224536795539033,0.005129235066547467
1346.,0.9217683499257058,0.005120332749024647
1347.,0.9210840378619154,0.00511145980440931
1348.,0.9204007410979229,0.005102616207585898
1349.,0.919718457375834,0.0050938019331507566
1350.,0.9190371844444445,0.005085016955417344
1351.,0.9183569200592153,0.005076261248419673
1352.,0.9176776619822485,0.005067534785917
1353.,0.9169994079822616,0.005058837541398212
1354.,0.9163221558345643,0.005050169488085786
1355.,0.9156459033210332,0.005041530598940057
1356.,0.9149706482300886,0.0050329208466632445
1357.,0.9142963883566692,0.0050243402037034365
1358.,0.9136231215022091,0.005015788642259081
1359.,0.9129508454746137,0.005007266134282016
1360.,0.9122795580882354,0.004998772651482327
1361.,0.91160925716385,0.004990308165331733
1362.,0.9109399405286343,0.0049818726470674144
1363.,0.910271606016141,0.004973466067695768
1364.,0.9096042514662757,0.004965088397996505
1365.,0.9089378747252748,0.004956739608525722
1366.,0.9082724736456809,0.004948419669620061
1367.,0.9076080460863205,0.004940128551400108
1368.,0.9069445899122807,0.004931866223773946
1369.,0.9062821029948868,0.004923632656440477
1370.,0.9056205832116787,0.004915427818893498
1371.,0.9049600284463896,0.0049072516804243805
1372.,0.9043004365889212,0.004899104210126018
1373.,0.9036418055353241,0.004890985376895864
1374.,0.902984133187773,0.004882895149439406
1375.,0.9023274174545454,0.004874833496273339
1376.,0.9016716562500001,0.004866800385728852
1377.,0.9010168474945534,0.004858795785954936
1378.,0.900362989114659,0.004850819664921215
1379.,0.8997100790427847,0.004842871990421454
1380.,0.8990581152173913,0.004834952730076223
1381.,0.898407095582911,0.004827061851336436
1382.,0.897757018089725,0.004819199321486063
1383.,0.8971078806941433,0.004811365107644884
1384.,0.8964596813583815,0.004803559176772169
1385.,0.8958124180505416,0.004795781495668569
1386.,0.8951660887445887,0.004788032030979878
1387.,0.8945206914203316,0.004780310749199348
1388.,0.8938762240634005,0.0047726176166706345
1389.,0.8932326846652268,0.004764952599590879
1390.,0.8925900712230216,0.004757315664012757
1391.,0.8919483817397555,0.004749706775847803
1392.,0.891307614224138,0.0047421259008687735
1393.,0.8906677666905959,0.0047345730047124385
1394.,0.8900288371592541,0.004727048052881951
1395.,0.889390823655914,0.004719551010749796
1396.,0.8887537242120345,0.004712081843560002
1397.,0.8881175368647102,0.00470464051643085
1398.,0.8874822596566524,0.004697226994357206
1399.,0.8868478906361688,0.004689841242213233
1400.,0.8862144278571429,0.004682483224754445
1401.,0.8855818693790151,0.004675152906620354
1402.,0.8849502132667618,0.004667850252336913
1403.,0.8843194575908767,0.004660575226318695
1404.,0.8836896004273505,0.004653327792871305
1405.,0.8830606398576513,0.004646107916193284
1406.,0.8824325739687057,0.004638915560379029
1407.,0.8818054008528784,0.004631750689420509
1408.,0.8811791186079545,0.004624613267210014
1409.,0.8805537253371186,0.004617503257541342
1410.,0.8799292191489363,0.004610420624112892
1411.,0.8793055981573352,0.004603365330529637
1412.,0.8786828604815865,0.004596337340304803
1413.,0.8780610042462845,0.004589336616862184
1414.,0.8774400275813296,0.004582363123538442
1415.,0.8768199286219082,0.004575416823584572
1416.,0.8762007055084746,0.004568497680168432
1417.,0.8755823563867325,0.004561605656376519
1418.,0.8749648794076164,0.004554740715215638
1419.,0.8743482727272728,0.004547902819615494
1420.,0.8737325345070424,0.00454109193242985
1421.,0.8731176629134413,0.004534308016439059
1422.,0.8725036561181435,0.004527551034351318
1423.,0.8718905122979621,0.004520820948805018
1424.,0.8712782296348315,0.004514117722370405
1425.,0.8706668063157894,0.004507441317550959
1426.,0.8700562405329594,0.004500791696785969
1427.,0.8694465304835318,0.004494168822451688
1428.,0.8688376743697479,0.004487572656863033
1429.,0.8682296703988803,0.004481003162275561
1430.,0.8676225167832168,0.004474460300887203
1431.,0.867016211740042,0.004467944034839504
1432.,0.8664107534916202,0.0044614543262198846
1433.,0.865806140265178,0.004454991137062657
1434.,0.865202370292887,0.004448554429351026
1435.,0.8645994418118467,0.004442144165018468
1436.,0.8639973530640668,0.0044357603059505145
1437.,0.863396102296451,0.004429402813985852
1438.,0.8627956877607788,0.004423071650918707
1439.,0.86219610771369,0.004416766778499149
1440.,0.8615973604166667,0.004410488158435855
1441.,0.8609994441360166,0.0044042357523963885
1442.,0.8604023571428573,0.004398009522009586
1443.,0.8598060977130978,0.004391809428866661
1444.,0.8592106641274239,0.004385635434522221
1445.,0.8586160546712803,0.004379487500496526
1446.,0.8580222676348549,0.004373365588275993
1447.,0.8574293013130615,0.004367269659315126
1448.,0.8568371540055248,0.004361199675037513
1449.,0.8562458240165632,0.00435515559683776
1450.,0.8556553096551723,0.004349137386081788
1451.,0.8550656092350103,0.004343145004109167
1452.,0.8544767210743801,0.004337178412233799
1453.,0.8538886434962147,0.004331237571745217
1454.,0.8533013748280606,0.004325322443910151
1455.,0.8527149134020618,0.004319432989973482
1456.,0.8521292575549452,0.004313569171159517
1457.,0.8515444056280027,0.0043077309486731635
1458.,0.8509603559670782,0.004301918283701397
1459.,0.8503771069225498,0.004296131137413898
1460.,0.8497946568493151,0.004290369470964887
1461.,0.8492130041067761,0.004284633245493464
1462.,0.8486321470588235,0.00427892242212566
1463.,0.8480520840738209,0.00427323696197464
1464.,0.8474728135245903,0.004267576826142329
1465.,0.846894333788396,0.004261941975720862
1466.,0.8463166432469305,0.004256332371792506
1467.,0.8457397402862986,0.00425074797543184
1468.,0.8451636232970027,0.004245188747706151
1469.,0.8445882906739277,0.004239654649676971
1470.,0.8440137408163265,0.004234145642400504
1471.,0.8434399721278042,0.004228661686929202
1472.,0.8428669830163042,0.004223202744312315
1473.,0.8422947718940936,0.0042177687755970625
1474.,0.8417233371777476,0.00421235974182955
1475.,0.8411526772881357,0.004206975604056177
1476.,0.8405827906504064,0.004201616323323537
1477.,0.8400136756939742,0.004196281860680291
1478.,0.8394453308525035,0.004190972177177842
1479.,0.8388777545638946,0.004185687233871153
1480.,0.8383109452702704,0.004180426991819546
1481.,0.8377449014179609,0.004175191412087765
1482.,0.8371796214574899,0.0041699804557466785
1483.,0.8366151038435603,0.004164794083874457
1484.,0.8360513470350405,0.004159632257557094
1485.,0.8354883494949495,0.00415449493788928
1486.,0.8349261096904442,0.004149382085975404
1487.,0.8343646260928043,0.00414429366293027
1488.,0.8338038971774194,0.004139229629879868
1489.,0.8332439214237743,0.004134189947962162
1490.,0.8326846973154363,0.004129174578328074
1491.,0.8321262233400403,0.004124183482141796
1492.,0.8315684979892762,0.004119216620582232
1493.,0.8310115197588747,0.004114273954843151
1494.,0.8304552871485944,0.0041093554461341525
1495.,0.8298997986622073,0.004104461055681336
1496.,0.8293450528074866,0.004099590744728315
1497.,0.8287910480961925,0.004094744474536625
1498.,0.8282377830440587,0.004089922206386127
1499.,0.8276852561707805,0.004085123901576732
1500.,0.827133466,0.004080349521427751
1501.,0.8265824110592939,0.0040755990272798555
1502.,0.8260320898801599,0.004070872380494812
1503.,0.825482500998004,0.004066169542456269
1504.,0.8249336429521277,0.004061490474571005
1505.,0.8243855142857144,0.004056835138268918
1506.,0.8238381135458167,0.004052203495004036
1507.,0.8232914392833445,0.004047595506254793
1508.,0.8227454900530504,0.0040430111335250886
1509.,0.8222002644135189,0.004038450338344475
1510.,0.8216557609271523,0.004033913082268983
1511.,0.8211119781601589,0.004029399326881569
1512.,0.8205689146825397,0.004024909033792919
1513.,0.8200265690680766,0.004020442164641741
1514.,0.8194849398943197,0.004015998681095665
1515.,0.8189440257425743,0.0040115785448513784
1516.,0.8184038251978892,0.00400718171763552
1517.,0.8178643368490441,0.0040028081612049835
1518.,0.8173255592885376,0.003998457837347583
1519.,0.816787491112574,0.003994130707882629
1520.,0.8162501309210526,0.003989826734661484
1521.,0.8157134773175543,0.003985545879567554
1522.,0.8151775289093298,0.003981288104517477
1523.,0.8146422843072881,0.003977053371461292
1524.,0.8141077421259842,0.003972841642382896
1525.,0.8135739009836066,0.0039686528793006015
1526.,0.813040759501966,0.003964487044267839
1527.,0.8125083163064833,0.0039603440993730464
1528.,0.8119765700261782,0.003956224006740484
1529.,0.8114455192936562,0.003952126728530967
1530.,0.810915162745098,0.003948052226941592
1531.,0.8103854990202483,0.003944000464206926
1532.,0.8098565267624022,0.003939971402599073
1533.,0.8093282446183953,0.003935965004427888
1534.,0.8088006512385919,0.003931981232042115
1535.,0.808273745276873,0.003928020047828717
1536.,0.807747525390625,0.003924081414214199
1537.,0.8072219902407288,0.0039201652936649125
1538.,0.8066971384915476,0.003916271648686846
1539.,0.8061729688109162,0.003912400441826662
1540.,0.8056494798701299,0.003908551635671885
1541.,0.8051266703439325,0.0039047251928508602
1542.,0.8046045389105059,0.003900921076033895
1543.,0.8040830842514582,0.003897139247932892
1544.,0.8035623050518135,0.003893379671302425
1545.,0.8030422,0.0038896423089389907
1546.,0.8025227677878397,0.0038859271236828937
1547.,0.8020040071105365,0.003882234078417143
1548.,0.8014859166666667,0.003878563136068787
1549.,0.8009684951581666,0.003874914259608622
1550.,0.8004517412903226,0.0038712874120519158
1551.,0.7999356537717602,0.0038676825564582314
1552.,0.799420231314433,0.0038640996559327376
1553.,0.7989054726336123,0.0038605386736251064
1554.,0.7983913764478764,0.0038569995727311007
1555.,0.7978779414790997,0.003853482316492236
1556.,0.7973651664524422,0.003849986868196057
1557.,0.7968530500963391,0.0038465131911765735
1558.,0.7963415911424903,0.0038430612488146833
1559.,0.7958307883258499,0.0038396310045382943
1560.,0.7953206403846155,0.0038362224218224006
1561.,0.7948111460602177,0.0038328354641896678
1562.,0.7943023040973112,0.003829470095210649
1563.,0.793794113243762,0.0038261262785041794
1564.,0.7932865722506395,0.0038228039777368408
1565.,0.7927796798722045,0.0038195031566245164
1566.,0.7922734348659005,0.0038162237789315045
1567.,0.7917678359923421,0.0038129658084714215
1568.,0.791262882015306,0.003809729209106985
1569.,0.7907585717017208,0.0038065139447507708
1570.,0.790254903821656,0.0038033199793648803
1571.,0.7897518771483131,0.0038001472769617142
